"x= 0, f(x) = 0, t(x) = -0, Yintra = 0, Yextra = 0, Igx = 0.5"
"x= 245, f(x) = 547.387, t(x) = 520.188, Yintra = 287.293, Yextra = 807.481, Igx = 245.5"
"x= 246, f(x) = 547.849, t(x) = 519.367, Yintra = 288.165, Yextra = 807.532, Igx = 246.5"
"x= 247, f(x) = 548.295, t(x) = 518.538, Yintra = 289.026, Yextra = 807.565, Igx = 247.5"
"x= 248, f(x) = 548.728, t(x) = 517.701, Yintra = 289.877, Yextra = 807.579, Igx = 248.5"
"x= 249, f(x) = 549.146, t(x) = 516.857, Yintra = 290.718, Yextra = 807.574, Igx = 249.5"
"x= 250, f(x) = 549.55, t(x) = 516.004, Yintra = 291.547, Yextra = 807.552, Igx = 250.5"
"x= 251, f(x) = 549.939, t(x) = 515.144, Yintra = 292.367, Yextra = 807.511, Igx = 251.5"
"x= 252, f(x) = 550.314, t(x) = 514.277, Yintra = 293.175, Yextra = 807.452, Igx = 252.5"
"x= 253, f(x) = 550.674, t(x) = 513.401, Yintra = 293.973, Yextra = 807.375, Igx = 253.5"
"x= 254, f(x) = 551.02, t(x) = 512.518, Yintra = 294.761, Yextra = 807.279, Igx = 254.5"
"x= 255, f(x) = 551.351, t(x) = 511.628, Yintra = 295.537, Yextra = 807.165, Igx = 255.5"
"x= 256, f(x) = 551.668, t(x) = 510.73, Yintra = 296.303, Yextra = 807.034, Igx = 256.5"
"x= 257, f(x) = 551.971, t(x) = 509.825, Yintra = 297.059, Yextra = 806.884, Igx = 257.5"
"x= 258, f(x) = 552.259, t(x) = 508.912, Yintra = 297.803, Yextra = 806.716, Igx = 258.5"
"x= 259, f(x) = 552.533, t(x) = 507.992, Yintra = 298.537, Yextra = 806.529, Igx = 259.5"
"x= 260, f(x) = 552.793, t(x) = 507.065, Yintra = 299.26, Yextra = 806.325, Igx = 260.5"
"x= 261, f(x) = 553.038, t(x) = 506.13, Yintra = 299.973, Yextra = 806.103, Igx = 261.5"
"x= 262, f(x) = 553.268, t(x) = 505.188, Yintra = 300.674, Yextra = 805.863, Igx = 262.5"
"x= 263, f(x) = 553.485, t(x) = 504.239, Yintra = 301.365, Yextra = 805.604, Igx = 263.5"
"x= 264, f(x) = 553.686, t(x) = 503.283, Yintra = 302.045, Yextra = 805.328, Igx = 264.5"
"x= 265, f(x) = 553.874, t(x) = 502.32, Yintra = 302.714, Yextra = 805.034, Igx = 265.5"
"x= 266, f(x) = 554.047, t(x) = 501.35, Yintra = 303.372, Yextra = 804.722, Igx = 266.5"
"x= 267, f(x) = 554.205, t(x) = 500.372, Yintra = 304.019, Yextra = 804.392, Igx = 267.5"
"x= 268, f(x) = 554.35, t(x) = 499.388, Yintra = 304.656, Yextra = 804.044, Igx = 268.5"
"x= 269, f(x) = 554.479, t(x) = 498.397, Yintra = 305.281, Yextra = 803.678, Igx = 269.5"
"x= 270, f(x) = 554.595, t(x) = 497.399, Yintra = 305.895, Yextra = 803.294, Igx = 270.5"
"x= 271, f(x) = 554.695, t(x) = 496.394, Yintra = 306.499, Yextra = 802.892, Igx = 271.5"
"x= 272, f(x) = 554.782, t(x) = 495.382, Yintra = 307.091, Yextra = 802.473, Igx = 272.5"
"x= 273, f(x) = 554.854, t(x) = 494.364, Yintra = 307.672, Yextra = 802.036, Igx = 273.5"
"x= 274, f(x) = 554.912, t(x) = 493.338, Yintra = 308.243, Yextra = 801.581, Igx = 274.5"
"x= 275, f(x) = 554.955, t(x) = 492.306, Yintra = 308.802, Yextra = 801.108, Igx = 275.5"
"x= 276, f(x) = 554.984, t(x) = 491.268, Yintra = 309.35, Yextra = 800.618, Igx = 276.5"
"x= 277, f(x) = 554.998, t(x) = 490.222, Yintra = 309.887, Yextra = 800.109, Igx = 277.5"
"x= 278, f(x) = 554.998, t(x) = 489.171, Yintra = 310.413, Yextra = 799.583, Igx = 278.5"
"x= 279, f(x) = 554.984, t(x) = 488.112, Yintra = 310.928, Yextra = 799.04, Igx = 279.5"
"x= 280, f(x) = 554.955, t(x) = 487.047, Yintra = 311.431, Yextra = 798.479, Igx = 280.5"
"x= 281, f(x) = 554.912, t(x) = 485.976, Yintra = 311.924, Yextra = 797.9, Igx = 281.5"
"x= 282, f(x) = 554.854, t(x) = 484.898, Yintra = 312.405, Yextra = 797.303, Igx = 282.5"
"x= 283, f(x) = 554.782, t(x) = 483.814, Yintra = 312.875, Yextra = 796.689, Igx = 283.5"
"x= 284, f(x) = 554.695, t(x) = 482.723, Yintra = 313.334, Yextra = 796.057, Igx = 284.5"
"x= 285, f(x) = 554.595, t(x) = 481.626, Yintra = 313.782, Yextra = 795.408, Igx = 285.5"
"x= 286, f(x) = 554.479, t(x) = 480.523, Yintra = 314.218, Yextra = 794.741, Igx = 286.5"
"x= 287, f(x) = 554.35, t(x) = 479.413, Yintra = 314.643, Yextra = 794.056, Igx = 287.5"
"x= 288, f(x) = 554.205, t(x) = 478.297, Yintra = 315.057, Yextra = 793.354, Igx = 288.5"
"x= 289, f(x) = 554.047, t(x) = 477.175, Yintra = 315.459, Yextra = 792.635, Igx = 289.5"
"x= 290, f(x) = 553.874, t(x) = 476.047, Yintra = 315.85, Yextra = 791.898, Igx = 290.5"
"x= 291, f(x) = 553.686, t(x) = 474.913, Yintra = 316.23, Yextra = 791.143, Igx = 291.5"
"x= 292, f(x) = 553.485, t(x) = 473.772, Yintra = 316.598, Yextra = 790.371, Igx = 292.5"
"x= 293, f(x) = 553.268, t(x) = 472.626, Yintra = 316.955, Yextra = 789.581, Igx = 293.5"
"x= 294, f(x) = 553.038, t(x) = 471.473, Yintra = 317.301, Yextra = 788.775, Igx = 294.5"
"x= 295, f(x) = 552.793, t(x) = 470.315, Yintra = 317.635, Yextra = 787.95, Igx = 295.5"
"x= 296, f(x) = 552.533, t(x) = 469.15, Yintra = 317.958, Yextra = 787.108, Igx = 296.5"
"x= 297, f(x) = 552.259, t(x) = 467.98, Yintra = 318.27, Yextra = 786.249, Igx = 297.5"
"x= 298, f(x) = 551.971, t(x) = 466.803, Yintra = 318.57, Yextra = 785.373, Igx = 298.5"
"x= 299, f(x) = 551.668, t(x) = 465.621, Yintra = 318.858, Yextra = 784.479, Igx = 299.5"
"x= 300, f(x) = 551.351, t(x) = 464.433, Yintra = 319.135, Yextra = 783.568, Igx = 300.5"
"x= 301, f(x) = 551.02, t(x) = 463.239, Yintra = 319.4, Yextra = 782.639, Igx = 301.5"
"x= 302, f(x) = 550.674, t(x) = 462.039, Yintra = 319.654, Yextra = 781.693, Igx = 302.5"
"x= 303, f(x) = 550.314, t(x) = 460.833, Yintra = 319.897, Yextra = 780.73, Igx = 303.5"
"x= 304, f(x) = 549.939, t(x) = 459.622, Yintra = 320.128, Yextra = 779.75, Igx = 304.5"
"x= 305, f(x) = 549.55, t(x) = 458.405, Yintra = 320.347, Yextra = 778.752, Igx = 305.5"
"x= 306, f(x) = 549.146, t(x) = 457.182, Yintra = 320.555, Yextra = 777.737, Igx = 306.5"
"x= 307, f(x) = 548.728, t(x) = 455.953, Yintra = 320.751, Yextra = 776.705, Igx = 307.5"
"x= 308, f(x) = 548.295, t(x) = 454.719, Yintra = 320.936, Yextra = 775.655, Igx = 308.5"
"x= 309, f(x) = 547.849, t(x) = 453.48, Yintra = 321.109, Yextra = 774.589, Igx = 309.5"
"x= 310, f(x) = 547.387, t(x) = 452.234, Yintra = 321.27, Yextra = 773.505, Igx = 310.5"
"x= 311, f(x) = 546.912, t(x) = 450.984, Yintra = 321.42, Yextra = 772.404, Igx = 311.5"
"x= 312, f(x) = 546.422, t(x) = 449.727, Yintra = 321.558, Yextra = 771.285, Igx = 312.5"
"x= 313, f(x) = 545.917, t(x) = 448.465, Yintra = 321.684, Yextra = 770.15, Igx = 313.5"
"x= 314, f(x) = 545.398, t(x) = 447.198, Yintra = 321.799, Yextra = 768.997, Igx = 314.5"
"x= 315, f(x) = 544.865, t(x) = 445.925, Yintra = 321.902, Yextra = 767.828, Igx = 315.5"
"x= 316, f(x) = 544.317, t(x) = 444.647, Yintra = 321.994, Yextra = 766.641, Igx = 316.5"
"x= 317, f(x) = 543.755, t(x) = 443.364, Yintra = 322.073, Yextra = 765.437, Igx = 317.5"
"x= 318, f(x) = 543.178, t(x) = 442.075, Yintra = 322.141, Yextra = 764.216, Igx = 318.5"
"x= 319, f(x) = 542.587, t(x) = 440.78, Yintra = 322.197, Yextra = 762.978, Igx = 319.5"
"x= 320, f(x) = 541.982, t(x) = 439.481, Yintra = 322.242, Yextra = 761.722, Igx = 320.5"
"x= 321, f(x) = 541.362, t(x) = 438.176, Yintra = 322.274, Yextra = 760.45, Igx = 321.5"
"x= 322, f(x) = 540.728, t(x) = 436.866, Yintra = 322.295, Yextra = 759.161, Igx = 322.5"
"x= 323, f(x) = 540.079, t(x) = 435.55, Yintra = 322.304, Yextra = 757.854, Igx = 323.5"
"x= 324, f(x) = 539.416, t(x) = 434.229, Yintra = 322.302, Yextra = 756.531, Igx = 324.5"
"x= 325, f(x) = 538.739, t(x) = 432.904, Yintra = 322.287, Yextra = 755.19, Igx = 325.5"
"x= 326, f(x) = 538.047, t(x) = 431.572, Yintra = 322.261, Yextra = 753.833, Igx = 326.5"
"x= 327, f(x) = 537.341, t(x) = 430.236, Yintra = 322.222, Yextra = 752.459, Igx = 327.5"
"x= 328, f(x) = 536.62, t(x) = 428.895, Yintra = 322.172, Yextra = 751.067, Igx = 328.5"
"x= 329, f(x) = 535.885, t(x) = 427.548, Yintra = 322.111, Yextra = 749.659, Igx = 329.5"
"x= 330, f(x) = 535.135, t(x) = 426.197, Yintra = 322.037, Yextra = 748.234, Igx = 330.5"
"x= 331, f(x) = 534.371, t(x) = 424.84, Yintra = 321.951, Yextra = 746.791, Igx = 331.5"
"x= 332, f(x) = 533.593, t(x) = 423.478, Yintra = 321.854, Yextra = 745.332, Igx = 332.5"
"x= 333, f(x) = 532.8, t(x) = 422.112, Yintra = 321.744, Yextra = 743.856, Igx = 333.5"
"x= 334, f(x) = 531.993, t(x) = 420.74, Yintra = 321.623, Yextra = 742.363, Igx = 334.5"
"x= 335, f(x) = 531.171, t(x) = 419.363, Yintra = 321.49, Yextra = 740.853, Igx = 335.5"
"x= 336, f(x) = 530.335, t(x) = 417.981, Yintra = 321.344, Yextra = 739.326, Igx = 336.5"
"x= 337, f(x) = 529.485, t(x) = 416.595, Yintra = 321.187, Yextra = 737.782, Igx = 337.5"
"x= 338, f(x) = 528.62, t(x) = 415.203, Yintra = 321.018, Yextra = 736.221, Igx = 338.5"
"x= 339, f(x) = 527.741, t(x) = 413.807, Yintra = 320.837, Yextra = 734.644, Igx = 339.5"
"x= 340, f(x) = 526.847, t(x) = 412.405, Yintra = 320.644, Yextra = 733.05, Igx = 340.5"
"x= 341, f(x) = 525.939, t(x) = 410.999, Yintra = 320.439, Yextra = 731.438, Igx = 341.5"
"x= 342, f(x) = 525.016, t(x) = 409.588, Yintra = 320.222, Yextra = 729.81, Igx = 342.5"
"x= 343, f(x) = 524.079, t(x) = 408.172, Yintra = 319.993, Yextra = 728.165, Igx = 343.5"
"x= 344, f(x) = 523.128, t(x) = 406.752, Yintra = 319.752, Yextra = 726.504, Igx = 344.5"
"x= 345, f(x) = 522.162, t(x) = 405.326, Yintra = 319.499, Yextra = 724.825, Igx = 345.5"
"x= 346, f(x) = 521.182, t(x) = 403.896, Yintra = 319.234, Yextra = 723.13, Igx = 346.5"
"x= 347, f(x) = 520.187, t(x) = 402.461, Yintra = 318.957, Yextra = 721.418, Igx = 347.5"
"x= 348, f(x) = 519.178, t(x) = 401.021, Yintra = 318.668, Yextra = 719.689, Igx = 348.5"
"x= 349, f(x) = 518.155, t(x) = 399.577, Yintra = 318.367, Yextra = 717.943, Igx = 349.5"
"x= 350, f(x) = 517.117, t(x) = 398.127, Yintra = 318.053, Yextra = 716.181, Igx = 350.5"
"x= 351, f(x) = 516.065, t(x) = 396.673, Yintra = 317.728, Yextra = 714.402, Igx = 351.5"
"x= 352, f(x) = 514.998, t(x) = 395.215, Yintra = 317.391, Yextra = 712.606, Igx = 352.5"
"x= 353, f(x) = 513.917, t(x) = 393.752, Yintra = 317.041, Yextra = 710.793, Igx = 353.5"
"x= 354, f(x) = 512.822, t(x) = 392.284, Yintra = 316.68, Yextra = 708.964, Igx = 354.5"
"x= 355, f(x) = 511.712, t(x) = 390.811, Yintra = 316.306, Yextra = 707.117, Igx = 355.5"
"x= 356, f(x) = 510.587, t(x) = 389.334, Yintra = 315.92, Yextra = 705.255, Igx = 356.5"
"x= 357, f(x) = 509.449, t(x) = 387.853, Yintra = 315.522, Yextra = 703.375, Igx = 357.5"
"x= 358, f(x) = 508.296, t(x) = 386.366, Yintra = 315.112, Yextra = 701.479, Igx = 358.5"
"x= 359, f(x) = 507.128, t(x) = 384.876, Yintra = 314.69, Yextra = 699.566, Igx = 359.5"
"x= 360, f(x) = 505.946, t(x) = 383.38, Yintra = 314.256, Yextra = 697.636, Igx = 360.5"
"x= 361, f(x) = 504.75, t(x) = 381.88, Yintra = 313.809, Yextra = 695.69, Igx = 361.5"
"x= 362, f(x) = 503.539, t(x) = 380.376, Yintra = 313.351, Yextra = 693.727, Igx = 362.5"
"x= 363, f(x) = 502.314, t(x) = 378.867, Yintra = 312.88, Yextra = 691.747, Igx = 363.5"
"x= 364, f(x) = 501.074, t(x) = 377.354, Yintra = 312.397, Yextra = 689.751, Igx = 364.5"
"x= 365, f(x) = 499.82, t(x) = 375.836, Yintra = 311.902, Yextra = 687.738, Igx = 365.5"
"x= 366, f(x) = 498.551, t(x) = 374.314, Yintra = 311.394, Yextra = 685.708, Igx = 366.5"
"x= 367, f(x) = 497.268, t(x) = 372.787, Yintra = 310.875, Yextra = 683.662, Igx = 367.5"
"x= 368, f(x) = 495.971, t(x) = 371.256, Yintra = 310.343, Yextra = 681.599, Igx = 368.5"
"x= 369, f(x) = 494.659, t(x) = 369.72, Yintra = 309.799, Yextra = 679.52, Igx = 369.5"
"x= 370, f(x) = 493.333, t(x) = 368.18, Yintra = 309.243, Yextra = 677.424, Igx = 370.5"
"x= 371, f(x) = 491.993, t(x) = 366.636, Yintra = 308.675, Yextra = 675.311, Igx = 371.5"
"x= 372, f(x) = 490.638, t(x) = 365.087, Yintra = 308.094, Yextra = 673.182, Igx = 372.5"
"x= 373, f(x) = 489.268, t(x) = 363.534, Yintra = 307.501, Yextra = 671.036, Igx = 373.5"
"x= 374, f(x) = 487.885, t(x) = 361.977, Yintra = 306.896, Yextra = 668.873, Igx = 374.5"
"x= 375, f(x) = 486.486, t(x) = 360.415, Yintra = 306.279, Yextra = 666.694, Igx = 375.5"
"x= 376, f(x) = 485.074, t(x) = 358.849, Yintra = 305.649, Yextra = 664.498, Igx = 376.5"
"x= 377, f(x) = 483.647, t(x) = 357.278, Yintra = 305.008, Yextra = 662.286, Igx = 377.5"
"x= 378, f(x) = 482.205, t(x) = 355.704, Yintra = 304.354, Yextra = 660.057, Igx = 378.5"
"x= 379, f(x) = 480.75, t(x) = 354.125, Yintra = 303.687, Yextra = 657.812, Igx = 379.5"
"x= 380, f(x) = 479.279, t(x) = 352.541, Yintra = 303.009, Yextra = 655.55, Igx = 380.5"
"x= 381, f(x) = 477.795, t(x) = 350.954, Yintra = 302.318, Yextra = 653.271, Igx = 381.5"
"x= 382, f(x) = 476.296, t(x) = 349.362, Yintra = 301.615, Yextra = 650.976, Igx = 382.5"
"x= 383, f(x) = 474.782, t(x) = 347.766, Yintra = 300.899, Yextra = 648.665, Igx = 383.5"
"x= 384, f(x) = 473.254, t(x) = 346.165, Yintra = 300.171, Yextra = 646.337, Igx = 384.5"
"x= 385, f(x) = 471.712, t(x) = 344.561, Yintra = 299.431, Yextra = 643.992, Igx = 385.5"
"x= 386, f(x) = 470.155, t(x) = 342.952, Yintra = 298.679, Yextra = 641.631, Igx = 386.5"
"x= 387, f(x) = 468.584, t(x) = 341.339, Yintra = 297.914, Yextra = 639.253, Igx = 387.5"
"x= 388, f(x) = 466.998, t(x) = 339.722, Yintra = 297.137, Yextra = 636.859, Igx = 388.5"
"x= 389, f(x) = 465.398, t(x) = 338.1, Yintra = 296.348, Yextra = 634.448, Igx = 389.5"
"x= 390, f(x) = 463.784, t(x) = 336.474, Yintra = 295.547, Yextra = 632.021, Igx = 390.5"
"x= 391, f(x) = 462.155, t(x) = 334.845, Yintra = 294.733, Yextra = 629.577, Igx = 391.5"
"x= 392, f(x) = 460.512, t(x) = 333.211, Yintra = 293.906, Yextra = 627.117, Igx = 392.5"
"x= 393, f(x) = 458.854, t(x) = 331.573, Yintra = 293.068, Yextra = 624.64, Igx = 393.5"
"x= 394, f(x) = 457.182, t(x) = 329.93, Yintra = 292.217, Yextra = 622.147, Igx = 394.5"
"x= 395, f(x) = 455.495, t(x) = 328.284, Yintra = 291.354, Yextra = 619.637, Igx = 395.5"
"x= 396, f(x) = 453.795, t(x) = 326.633, Yintra = 290.478, Yextra = 617.111, Igx = 396.5"
"x= 397, f(x) = 452.079, t(x) = 324.978, Yintra = 289.59, Yextra = 614.568, Igx = 397.5"
"x= 398, f(x) = 450.35, t(x) = 323.32, Yintra = 288.69, Yextra = 612.009, Igx = 398.5"
"x= 399, f(x) = 448.605, t(x) = 321.657, Yintra = 287.777, Yextra = 609.434, Igx = 399.5"
"x= 400, f(x) = 446.847, t(x) = 319.99, Yintra = 286.852, Yextra = 606.842, Igx = 400.5"
"x= 401, f(x) = 445.074, t(x) = 318.318, Yintra = 285.915, Yextra = 604.233, Igx = 401.5"
"x= 402, f(x) = 443.286, t(x) = 316.643, Yintra = 284.965, Yextra = 601.608, Igx = 402.5"
"x= 403, f(x) = 441.485, t(x) = 314.964, Yintra = 284.003, Yextra = 598.966, Igx = 403.5"
"x= 404, f(x) = 439.668, t(x) = 313.28, Yintra = 283.028, Yextra = 596.309, Igx = 404.5"
"x= 405, f(x) = 437.838, t(x) = 311.593, Yintra = 282.042, Yextra = 593.634, Igx = 405.5"
"x= 406, f(x) = 435.993, t(x) = 309.901, Yintra = 281.042, Yextra = 590.943, Igx = 406.5"
"x= 407, f(x) = 434.133, t(x) = 308.205, Yintra = 280.031, Yextra = 588.236, Igx = 407.5"
"x= 408, f(x) = 432.259, t(x) = 306.506, Yintra = 279.007, Yextra = 585.512, Igx = 408.5"
"x= 409, f(x) = 430.371, t(x) = 304.802, Yintra = 277.97, Yextra = 582.772, Igx = 409.5"
"x= 410, f(x) = 428.468, t(x) = 303.094, Yintra = 276.921, Yextra = 580.015, Igx = 410.5"
"x= 411, f(x) = 426.551, t(x) = 301.382, Yintra = 275.86, Yextra = 577.242, Igx = 411.5"
"x= 412, f(x) = 424.62, t(x) = 299.666, Yintra = 274.787, Yextra = 574.453, Igx = 412.5"
"x= 413, f(x) = 422.674, t(x) = 297.946, Yintra = 273.701, Yextra = 571.647, Igx = 413.5"
"x= 414, f(x) = 420.714, t(x) = 296.222, Yintra = 272.602, Yextra = 568.825, Igx = 414.5"
"x= 415, f(x) = 418.739, t(x) = 294.494, Yintra = 271.492, Yextra = 565.986, Igx = 415.5"
"x= 416, f(x) = 416.75, t(x) = 292.762, Yintra = 270.369, Yextra = 563.131, Igx = 416.5"
"x= 417, f(x) = 414.746, t(x) = 291.026, Yintra = 269.233, Yextra = 560.259, Igx = 417.5"
"x= 418, f(x) = 412.728, t(x) = 289.286, Yintra = 268.085, Yextra = 557.371, Igx = 418.5"
"x= 419, f(x) = 410.695, t(x) = 287.542, Yintra = 266.925, Yextra = 554.466, Igx = 419.5"
"x= 420, f(x) = 408.649, t(x) = 285.793, Yintra = 265.752, Yextra = 551.545, Igx = 420.5"
"x= 421, f(x) = 406.587, t(x) = 284.041, Yintra = 264.567, Yextra = 548.608, Igx = 421.5"
"x= 422, f(x) = 404.512, t(x) = 282.285, Yintra = 263.369, Yextra = 545.654, Igx = 422.5"
"x= 423, f(x) = 402.422, t(x) = 280.525, Yintra = 262.159, Yextra = 542.684, Igx = 423.5"
"x= 424, f(x) = 400.317, t(x) = 278.761, Yintra = 260.937, Yextra = 539.698, Igx = 424.5"
"x= 425, f(x) = 398.198, t(x) = 276.993, Yintra = 259.702, Yextra = 536.695, Igx = 425.5"
"x= 426, f(x) = 396.065, t(x) = 275.22, Yintra = 258.455, Yextra = 533.675, Igx = 426.5"
"x= 427, f(x) = 393.917, t(x) = 273.444, Yintra = 257.195, Yextra = 530.639, Igx = 427.5"
"x= 428, f(x) = 391.755, t(x) = 271.664, Yintra = 255.923, Yextra = 527.587, Igx = 428.5"
"x= 429, f(x) = 389.578, t(x) = 269.88, Yintra = 254.638, Yextra = 524.518, Igx = 429.5"
"x= 430, f(x) = 387.387, t(x) = 268.092, Yintra = 253.342, Yextra = 521.433, Igx = 430.5"
"x= 431, f(x) = 385.182, t(x) = 266.3, Yintra = 252.032, Yextra = 518.332, Igx = 431.5"
"x= 432, f(x) = 382.962, t(x) = 264.503, Yintra = 250.71, Yextra = 515.214, Igx = 432.5"
"x= 433, f(x) = 380.728, t(x) = 262.703, Yintra = 249.376, Yextra = 512.08, Igx = 433.5"
"x= 434, f(x) = 378.479, t(x) = 260.899, Yintra = 248.03, Yextra = 508.929, Igx = 434.5"
"x= 435, f(x) = 376.216, t(x) = 259.091, Yintra = 246.671, Yextra = 505.762, Igx = 435.5"
"x= 436, f(x) = 373.939, t(x) = 257.279, Yintra = 245.299, Yextra = 502.578, Igx = 436.5"
"x= 437, f(x) = 371.647, t(x) = 255.463, Yintra = 243.915, Yextra = 499.378, Igx = 437.5"
"x= 438, f(x) = 369.341, t(x) = 253.643, Yintra = 242.519, Yextra = 496.162, Igx = 438.5"
"x= 439, f(x) = 367.02, t(x) = 251.819, Yintra = 241.11, Yextra = 492.929, Igx = 439.5"
"x= 440, f(x) = 364.685, t(x) = 249.991, Yintra = 239.689, Yextra = 489.68, Igx = 440.5"
"x= 441, f(x) = 362.335, t(x) = 248.159, Yintra = 238.256, Yextra = 486.414, Igx = 441.5"
"x= 442, f(x) = 359.971, t(x) = 246.322, Yintra = 236.81, Yextra = 483.132, Igx = 442.5"
"x= 443, f(x) = 357.593, t(x) = 244.482, Yintra = 235.352, Yextra = 479.834, Igx = 443.5"
"x= 444, f(x) = 355.2, t(x) = 242.638, Yintra = 233.881, Yextra = 476.519, Igx = 444.5"
"x= 445, f(x) = 352.793, t(x) = 240.79, Yintra = 232.398, Yextra = 473.188, Igx = 445.5"
"x= 446, f(x) = 350.371, t(x) = 238.938, Yintra = 230.902, Yextra = 469.84, Igx = 446.5"
"x= 447, f(x) = 347.935, t(x) = 237.082, Yintra = 229.394, Yextra = 466.476, Igx = 447.5"
"x= 448, f(x) = 345.485, t(x) = 235.222, Yintra = 227.874, Yextra = 463.096, Igx = 448.5"
"x= 449, f(x) = 343.02, t(x) = 233.358, Yintra = 226.341, Yextra = 459.699, Igx = 449.5"
"x= 450, f(x) = 340.541, t(x) = 231.49, Yintra = 224.795, Yextra = 456.286, Igx = 450.5"
"x= 451, f(x) = 338.047, t(x) = 229.618, Yintra = 223.238, Yextra = 452.856, Igx = 451.5"
"x= 452, f(x) = 335.539, t(x) = 227.742, Yintra = 221.668, Yextra = 449.41, Igx = 452.5"
"x= 453, f(x) = 333.016, t(x) = 225.862, Yintra = 220.085, Yextra = 445.947, Igx = 453.5"
"x= 454, f(x) = 330.479, t(x) = 223.978, Yintra = 218.49, Yextra = 442.468, Igx = 454.5"
"x= 455, f(x) = 327.928, t(x) = 222.09, Yintra = 216.883, Yextra = 438.973, Igx = 455.5"
"x= 456, f(x) = 325.362, t(x) = 220.198, Yintra = 215.263, Yextra = 435.461, Igx = 456.5"
"x= 457, f(x) = 322.782, t(x) = 218.301, Yintra = 213.631, Yextra = 431.933, Igx = 457.5"
"x= 458, f(x) = 320.187, t(x) = 216.401, Yintra = 211.987, Yextra = 428.388, Igx = 458.5"
"x= 459, f(x) = 317.578, t(x) = 214.497, Yintra = 210.33, Yextra = 424.827, Igx = 459.5"
"x= 460, f(x) = 314.955, t(x) = 212.589, Yintra = 208.661, Yextra = 421.249, Igx = 460.5"
"x= 461, f(x) = 312.317, t(x) = 210.676, Yintra = 206.979, Yextra = 417.655, Igx = 461.5"
"x= 462, f(x) = 309.665, t(x) = 208.76, Yintra = 205.285, Yextra = 414.045, Igx = 462.5"
"x= 463, f(x) = 306.998, t(x) = 206.84, Yintra = 203.578, Yextra = 410.418, Igx = 463.5"
"x= 464, f(x) = 304.317, t(x) = 204.915, Yintra = 201.86, Yextra = 406.775, Igx = 464.5"
"x= 465, f(x) = 301.622, t(x) = 202.986, Yintra = 200.128, Yextra = 403.115, Igx = 465.5"
"x= 466, f(x) = 298.912, t(x) = 201.054, Yintra = 198.385, Yextra = 399.439, Igx = 466.5"
"x= 467, f(x) = 296.187, t(x) = 199.117, Yintra = 196.629, Yextra = 395.746, Igx = 467.5"
"x= 468, f(x) = 293.449, t(x) = 197.176, Yintra = 194.86, Yextra = 392.037, Igx = 468.5"
"x= 469, f(x) = 290.695, t(x) = 195.232, Yintra = 193.08, Yextra = 388.311, Igx = 469.5"
"x= 470, f(x) = 287.928, t(x) = 193.283, Yintra = 191.287, Yextra = 384.569, Igx = 470.5"
"x= 471, f(x) = 285.146, t(x) = 191.33, Yintra = 189.481, Yextra = 380.811, Igx = 471.5"
"x= 472, f(x) = 282.35, t(x) = 189.372, Yintra = 187.663, Yextra = 377.036, Igx = 472.5"
"x= 473, f(x) = 279.539, t(x) = 187.411, Yintra = 185.833, Yextra = 373.244, Igx = 473.5"
"x= 474, f(x) = 276.714, t(x) = 185.446, Yintra = 183.991, Yextra = 369.436, Igx = 474.5"
"x= 475, f(x) = 273.874, t(x) = 183.476, Yintra = 182.136, Yextra = 365.612, Igx = 475.5"
"x= 476, f(x) = 271.02, t(x) = 181.503, Yintra = 180.269, Yextra = 361.771, Igx = 476.5"
"x= 477, f(x) = 268.151, t(x) = 179.525, Yintra = 178.389, Yextra = 357.914, Igx = 477.5"
"x= 478, f(x) = 265.268, t(x) = 177.543, Yintra = 176.497, Yextra = 354.04, Igx = 478.5"
"x= 479, f(x) = 262.371, t(x) = 175.557, Yintra = 174.593, Yextra = 350.15, Igx = 479.5"
"x= 480, f(x) = 259.459, t(x) = 173.567, Yintra = 172.676, Yextra = 346.243, Igx = 480.5"
"x= 481, f(x) = 256.533, t(x) = 171.572, Yintra = 170.747, Yextra = 342.319, Igx = 481.5"
"x= 482, f(x) = 253.593, t(x) = 169.574, Yintra = 168.806, Yextra = 338.38, Igx = 482.5"
"x= 483, f(x) = 250.638, t(x) = 167.571, Yintra = 166.852, Yextra = 334.423, Igx = 483.5"
"x= 484, f(x) = 247.668, t(x) = 165.564, Yintra = 164.886, Yextra = 330.45, Igx = 484.5"
"x= 485, f(x) = 244.685, t(x) = 163.553, Yintra = 162.908, Yextra = 326.461, Igx = 485.5"
"x= 486, f(x) = 241.686, t(x) = 161.538, Yintra = 160.918, Yextra = 322.455, Igx = 486.5"
"x= 487, f(x) = 238.674, t(x) = 159.518, Yintra = 158.915, Yextra = 318.433, Igx = 487.5"
"x= 488, f(x) = 235.647, t(x) = 157.494, Yintra = 156.9, Yextra = 314.394, Igx = 488.5"
"x= 489, f(x) = 232.605, t(x) = 155.466, Yintra = 154.872, Yextra = 310.339, Igx = 489.5"
"x= 490, f(x) = 229.55, t(x) = 153.434, Yintra = 152.833, Yextra = 306.267, Igx = 490.5"
"x= 491, f(x) = 226.479, t(x) = 151.397, Yintra = 150.781, Yextra = 302.178, Igx = 491.5"
"x= 492, f(x) = 223.395, t(x) = 149.357, Yintra = 148.716, Yextra = 298.073, Igx = 492.5"
"x= 493, f(x) = 220.296, t(x) = 147.312, Yintra = 146.64, Yextra = 293.951, Igx = 493.5"
