"x= 0, f(x) = 0, t(x) = -0, Yintra = 0, Yextra = 0, Igx = 0.5"
"x= 1, f(x) = 2.66667, t(x) = 2.98876, Yintra = 1.17229, Yextra = 4.16104, Igx = 1.5"
"x= 2, f(x) = 2.66667, t(x) = 1.99016, Yintra = 1.67158, Yextra = 3.66175, Igx = 2.5"
"x= 3, f(x) = 0, t(x) = 0.063, Yintra = -0.0315, Yextra = 0.0315, Igx = 3.5"
