"x= 0, f(x) = 0, t(x) = -0, Yintra = 0, Yextra = 0, Igx = 0"
"x= 207228, f(x) = 78083.4, t(x) = 46714.4, Yintra = 54726.2, Yextra = 101441, Igx = 8.18808e15"
"x= 208192, f(x) = 78346.7, t(x) = 46751.9, Yintra = 54970.7, Yextra = 101723, Igx = 8.2078e15"
"x= 209156, f(x) = 78609, t(x) = 46788.8, Yintra = 55214.6, Yextra = 102003, Igx = 8.22728e15"
"x= 210120, f(x) = 78870.4, t(x) = 46825.2, Yintra = 55457.8, Yextra = 102283, Igx = 8.2465e15"
"x= 211084, f(x) = 79130.9, t(x) = 46861.1, Yintra = 55700.3, Yextra = 102561, Igx = 8.26546e15"
"x= 212047, f(x) = 79390.4, t(x) = 46896.4, Yintra = 55942.2, Yextra = 102839, Igx = 8.28417e15"
"x= 213011, f(x) = 79649, t(x) = 46931.2, Yintra = 56183.4, Yextra = 103115, Igx = 8.30262e15"
"x= 213975, f(x) = 79906.7, t(x) = 46965.5, Yintra = 56424, Yextra = 103389, Igx = 8.32082e15"
"x= 214939, f(x) = 80163.5, t(x) = 46999.2, Yintra = 56663.9, Yextra = 103663, Igx = 8.33876e15"
"x= 215903, f(x) = 80419.3, t(x) = 47032.4, Yintra = 56903.1, Yextra = 103936, Igx = 8.35645e15"
"x= 216867, f(x) = 80674.2, t(x) = 47065.1, Yintra = 57141.7, Yextra = 104207, Igx = 8.37389e15"
"x= 217831, f(x) = 80928.2, t(x) = 47097.3, Yintra = 57379.6, Yextra = 104477, Igx = 8.39107e15"
"x= 218794, f(x) = 81181.3, t(x) = 47129, Yintra = 57616.8, Yextra = 104746, Igx = 8.408e15"
"x= 219758, f(x) = 81433.5, t(x) = 47160.1, Yintra = 57853.4, Yextra = 105014, Igx = 8.42468e15"
"x= 220722, f(x) = 81684.7, t(x) = 47190.7, Yintra = 58089.3, Yextra = 105280, Igx = 8.44111e15"
"x= 221686, f(x) = 81935, t(x) = 47220.9, Yintra = 58324.5, Yextra = 105545, Igx = 8.45728e15"
"x= 222650, f(x) = 82184.3, t(x) = 47250.5, Yintra = 58559.1, Yextra = 105810, Igx = 8.47321e15"
"x= 223614, f(x) = 82432.8, t(x) = 47279.6, Yintra = 58793, Yextra = 106073, Igx = 8.48888e15"
"x= 224578, f(x) = 82680.3, t(x) = 47308.2, Yintra = 59026.2, Yextra = 106334, Igx = 8.5043e15"
"x= 225541, f(x) = 82926.9, t(x) = 47336.3, Yintra = 59258.7, Yextra = 106595, Igx = 8.51948e15"
"x= 226505, f(x) = 83172.5, t(x) = 47364, Yintra = 59490.6, Yextra = 106855, Igx = 8.5344e15"
"x= 227469, f(x) = 83417.3, t(x) = 47391.1, Yintra = 59721.7, Yextra = 107113, Igx = 8.54908e15"
"x= 228433, f(x) = 83661.1, t(x) = 47417.7, Yintra = 59952.2, Yextra = 107370, Igx = 8.5635e15"
"x= 229397, f(x) = 83904, t(x) = 47443.9, Yintra = 60182, Yextra = 107626, Igx = 8.57768e15"
"x= 230361, f(x) = 84146, t(x) = 47469.6, Yintra = 60411.2, Yextra = 107881, Igx = 8.59161e15"
"x= 231324, f(x) = 84387, t(x) = 47494.7, Yintra = 60639.6, Yextra = 108134, Igx = 8.6053e15"
"x= 232288, f(x) = 84627.1, t(x) = 47519.5, Yintra = 60867.4, Yextra = 108387, Igx = 8.61874e15"
"x= 233252, f(x) = 84866.3, t(x) = 47543.7, Yintra = 61094.5, Yextra = 108638, Igx = 8.63193e15"
"x= 234216, f(x) = 85104.6, t(x) = 47567.4, Yintra = 61320.8, Yextra = 108888, Igx = 8.64487e15"
"x= 235180, f(x) = 85341.9, t(x) = 47590.7, Yintra = 61546.5, Yextra = 109137, Igx = 8.65757e15"
"x= 236144, f(x) = 85578.3, t(x) = 47613.5, Yintra = 61771.5, Yextra = 109385, Igx = 8.67003e15"
"x= 237108, f(x) = 85813.8, t(x) = 47635.9, Yintra = 61995.9, Yextra = 109632, Igx = 8.68225e15"
"x= 238071, f(x) = 86048.4, t(x) = 47657.8, Yintra = 62219.5, Yextra = 109877, Igx = 8.69422e15"
"x= 239035, f(x) = 86282, t(x) = 47679.2, Yintra = 62442.4, Yextra = 110122, Igx = 8.70594e15"
"x= 239999, f(x) = 86514.7, t(x) = 47700.2, Yintra = 62664.6, Yextra = 110365, Igx = 8.71743e15"
"x= 240963, f(x) = 86746.5, t(x) = 47720.7, Yintra = 62886.2, Yextra = 110607, Igx = 8.72867e15"
"x= 241927, f(x) = 86977.4, t(x) = 47740.7, Yintra = 63107, Yextra = 110848, Igx = 8.73968e15"
"x= 242891, f(x) = 87207.3, t(x) = 47760.3, Yintra = 63327.2, Yextra = 111087, Igx = 8.75044e15"
"x= 243855, f(x) = 87436.3, t(x) = 47779.4, Yintra = 63546.6, Yextra = 111326, Igx = 8.76096e15"
"x= 244818, f(x) = 87664.4, t(x) = 47798.1, Yintra = 63765.3, Yextra = 111563, Igx = 8.77125e15"
"x= 245782, f(x) = 87891.6, t(x) = 47816.4, Yintra = 63983.4, Yextra = 111800, Igx = 8.78129e15"
"x= 246746, f(x) = 88117.8, t(x) = 47834.1, Yintra = 64200.7, Yextra = 112035, Igx = 8.7911e15"
"x= 247710, f(x) = 88343.1, t(x) = 47851.5, Yintra = 64417.3, Yextra = 112269, Igx = 8.80067e15"
"x= 248674, f(x) = 88567.5, t(x) = 47868.4, Yintra = 64633.3, Yextra = 112502, Igx = 8.81e15"
"x= 249638, f(x) = 88790.9, t(x) = 47884.9, Yintra = 64848.5, Yextra = 112733, Igx = 8.8191e15"
"x= 250602, f(x) = 89013.5, t(x) = 47900.9, Yintra = 65063, Yextra = 112964, Igx = 8.82796e15"
"x= 251565, f(x) = 89235.1, t(x) = 47916.5, Yintra = 65276.8, Yextra = 113193, Igx = 8.83659e15"
"x= 252529, f(x) = 89455.8, t(x) = 47931.7, Yintra = 65489.9, Yextra = 113422, Igx = 8.84499e15"
"x= 253493, f(x) = 89675.5, t(x) = 47946.4, Yintra = 65702.3, Yextra = 113649, Igx = 8.85315e15"
"x= 254457, f(x) = 89894.4, t(x) = 47960.7, Yintra = 65914, Yextra = 113875, Igx = 8.86108e15"
"x= 255421, f(x) = 90112.3, t(x) = 47974.6, Yintra = 66125, Yextra = 114100, Igx = 8.86878e15"
"x= 256385, f(x) = 90329.2, t(x) = 47988.1, Yintra = 66335.2, Yextra = 114323, Igx = 8.87624e15"
"x= 257348, f(x) = 90545.3, t(x) = 48001.1, Yintra = 66544.8, Yextra = 114546, Igx = 8.88348e15"
"x= 258312, f(x) = 90760.4, t(x) = 48013.7, Yintra = 66753.6, Yextra = 114767, Igx = 8.89048e15"
"x= 259276, f(x) = 90974.6, t(x) = 48025.9, Yintra = 66961.7, Yextra = 114988, Igx = 8.89726e15"
"x= 260240, f(x) = 91187.9, t(x) = 48037.7, Yintra = 67169.1, Yextra = 115207, Igx = 8.90381e15"
"x= 261204, f(x) = 91400.3, t(x) = 48049.1, Yintra = 67375.7, Yextra = 115425, Igx = 8.91013e15"
"x= 262168, f(x) = 91611.7, t(x) = 48060, Yintra = 67581.7, Yextra = 115642, Igx = 8.91622e15"
"x= 263132, f(x) = 91822.2, t(x) = 48070.6, Yintra = 67786.9, Yextra = 115857, Igx = 8.92209e15"
"x= 264095, f(x) = 92031.8, t(x) = 48080.7, Yintra = 67991.4, Yextra = 116072, Igx = 8.92774e15"
"x= 265059, f(x) = 92240.4, t(x) = 48090.4, Yintra = 68195.2, Yextra = 116286, Igx = 8.93316e15"
"x= 266023, f(x) = 92448.2, t(x) = 48099.7, Yintra = 68398.3, Yextra = 116498, Igx = 8.93835e15"
"x= 266987, f(x) = 92655, t(x) = 48108.7, Yintra = 68600.6, Yextra = 116709, Igx = 8.94332e15"
"x= 267951, f(x) = 92860.9, t(x) = 48117.2, Yintra = 68802.3, Yextra = 116919, Igx = 8.94807e15"
"x= 268915, f(x) = 93065.8, t(x) = 48125.3, Yintra = 69003.2, Yextra = 117128, Igx = 8.9526e15"
"x= 269879, f(x) = 93269.8, t(x) = 48133, Yintra = 69203.3, Yextra = 117336, Igx = 8.95691e15"
"x= 270842, f(x) = 93472.9, t(x) = 48140.3, Yintra = 69402.8, Yextra = 117543, Igx = 8.961e15"
"x= 271806, f(x) = 93675.1, t(x) = 48147.3, Yintra = 69601.5, Yextra = 117749, Igx = 8.96487e15"
"x= 272770, f(x) = 93876.4, t(x) = 48153.8, Yintra = 69799.5, Yextra = 117953, Igx = 8.96852e15"
"x= 273734, f(x) = 94076.7, t(x) = 48159.9, Yintra = 69996.7, Yextra = 118157, Igx = 8.97195e15"
"x= 274698, f(x) = 94276.1, t(x) = 48165.7, Yintra = 70193.2, Yextra = 118359, Igx = 8.97517e15"
"x= 275662, f(x) = 94474.6, t(x) = 48171.1, Yintra = 70389, Yextra = 118560, Igx = 8.97817e15"
"x= 276626, f(x) = 94672.1, t(x) = 48176, Yintra = 70584.1, Yextra = 118760, Igx = 8.98095e15"
"x= 277589, f(x) = 94868.8, t(x) = 48180.6, Yintra = 70778.4, Yextra = 118959, Igx = 8.98352e15"
"x= 278553, f(x) = 95064.4, t(x) = 48184.9, Yintra = 70972, Yextra = 119157, Igx = 8.98588e15"
"x= 279517, f(x) = 95259.2, t(x) = 48188.7, Yintra = 71164.9, Yextra = 119354, Igx = 8.98803e15"
"x= 280481, f(x) = 95453.1, t(x) = 48192.1, Yintra = 71357, Yextra = 119549, Igx = 8.98996e15"
"x= 281445, f(x) = 95646, t(x) = 48195.2, Yintra = 71548.4, Yextra = 119744, Igx = 8.99169e15"
"x= 282409, f(x) = 95838, t(x) = 48197.9, Yintra = 71739, Yextra = 119937, Igx = 8.9932e15"
"x= 283372, f(x) = 96029.1, t(x) = 48200.3, Yintra = 71928.9, Yextra = 120129, Igx = 8.9945e15"
"x= 284336, f(x) = 96219.2, t(x) = 48202.2, Yintra = 72118.1, Yextra = 120320, Igx = 8.9956e15"
"x= 285300, f(x) = 96408.4, t(x) = 48203.8, Yintra = 72306.5, Yextra = 120510, Igx = 8.99649e15"
"x= 286264, f(x) = 96596.7, t(x) = 48205, Yintra = 72494.2, Yextra = 120699, Igx = 8.99717e15"
"x= 287228, f(x) = 96784.1, t(x) = 48205.9, Yintra = 72681.2, Yextra = 120887, Igx = 8.99764e15"
"x= 288192, f(x) = 96970.6, t(x) = 48206.3, Yintra = 72867.4, Yextra = 121074, Igx = 8.99791e15"
"x= 289156, f(x) = 97156.1, t(x) = 48206.5, Yintra = 73052.8, Yextra = 121259, Igx = 8.99798e15"
"x= 290119, f(x) = 97340.7, t(x) = 48206.2, Yintra = 73237.6, Yextra = 121444, Igx = 8.99784e15"
"x= 291083, f(x) = 97524.4, t(x) = 48205.6, Yintra = 73421.5, Yextra = 121627, Igx = 8.99751e15"
"x= 292047, f(x) = 97707.1, t(x) = 48204.7, Yintra = 73604.8, Yextra = 121809, Igx = 8.99697e15"
"x= 293011, f(x) = 97888.9, t(x) = 48203.3, Yintra = 73787.2, Yextra = 121991, Igx = 8.99623e15"
"x= 293975, f(x) = 98069.8, t(x) = 48201.7, Yintra = 73969, Yextra = 122171, Igx = 8.99529e15"
"x= 294939, f(x) = 98249.8, t(x) = 48199.6, Yintra = 74150, Yextra = 122350, Igx = 8.99415e15"
"x= 295903, f(x) = 98428.8, t(x) = 48197.2, Yintra = 74330.2, Yextra = 122527, Igx = 8.99281e15"
"x= 296866, f(x) = 98606.9, t(x) = 48194.5, Yintra = 74509.7, Yextra = 122704, Igx = 8.99128e15"
"x= 297830, f(x) = 98784.1, t(x) = 48191.4, Yintra = 74688.4, Yextra = 122880, Igx = 8.98955e15"
"x= 298794, f(x) = 98960.4, t(x) = 48188, Yintra = 74866.4, Yextra = 123054, Igx = 8.98762e15"
"x= 299758, f(x) = 99135.8, t(x) = 48184.2, Yintra = 75043.7, Yextra = 123228, Igx = 8.9855e15"
"x= 300722, f(x) = 99310.2, t(x) = 48180, Yintra = 75220.1, Yextra = 123400, Igx = 8.98319e15"
"x= 301686, f(x) = 99483.7, t(x) = 48175.6, Yintra = 75395.9, Yextra = 123571, Igx = 8.98068e15"
"x= 302650, f(x) = 99656.2, t(x) = 48170.7, Yintra = 75570.9, Yextra = 123742, Igx = 8.97799e15"
"x= 303613, f(x) = 99827.9, t(x) = 48165.6, Yintra = 75745.1, Yextra = 123911, Igx = 8.9751e15"
"x= 304577, f(x) = 99998.6, t(x) = 48160.1, Yintra = 75918.6, Yextra = 124079, Igx = 8.97202e15"
"x= 305541, f(x) = 100168, t(x) = 48154.2, Yintra = 76091.3, Yextra = 124245, Igx = 8.96876e15"
"x= 306505, f(x) = 100337, t(x) = 48148, Yintra = 76263.2, Yextra = 124411, Igx = 8.9653e15"
"x= 307469, f(x) = 100505, t(x) = 48141.5, Yintra = 76434.4, Yextra = 124576, Igx = 8.96166e15"
"x= 308433, f(x) = 100672, t(x) = 48134.7, Yintra = 76604.9, Yextra = 124740, Igx = 8.95784e15"
"x= 309396, f(x) = 100838, t(x) = 48127.5, Yintra = 76774.6, Yextra = 124902, Igx = 8.95383e15"
"x= 310360, f(x) = 101003, t(x) = 48120, Yintra = 76943.5, Yextra = 125063, Igx = 8.94963e15"
"x= 311324, f(x) = 101168, t(x) = 48112.1, Yintra = 77111.6, Yextra = 125224, Igx = 8.94525e15"
"x= 312288, f(x) = 101331, t(x) = 48103.9, Yintra = 77279, Yextra = 125383, Igx = 8.94069e15"
"x= 313252, f(x) = 101493, t(x) = 48095.4, Yintra = 77445.7, Yextra = 125541, Igx = 8.93595e15"
"x= 314216, f(x) = 101655, t(x) = 48086.6, Yintra = 77611.6, Yextra = 125698, Igx = 8.93103e15"
"x= 315180, f(x) = 101815, t(x) = 48077.4, Yintra = 77776.7, Yextra = 125854, Igx = 8.92592e15"
"x= 316143, f(x) = 101975, t(x) = 48068, Yintra = 77941, Yextra = 126009, Igx = 8.92064e15"
"x= 317107, f(x) = 102134, t(x) = 48058.2, Yintra = 78104.6, Yextra = 126163, Igx = 8.91518e15"
"x= 318071, f(x) = 102291, t(x) = 48048, Yintra = 78267.5, Yextra = 126315, Igx = 8.90955e15"
"x= 319035, f(x) = 102448, t(x) = 48037.6, Yintra = 78429.5, Yextra = 126467, Igx = 8.90374e15"
"x= 319999, f(x) = 102604, t(x) = 48026.8, Yintra = 78590.8, Yextra = 126618, Igx = 8.89775e15"
"x= 320963, f(x) = 102759, t(x) = 48015.7, Yintra = 78751.3, Yextra = 126767, Igx = 8.89159e15"
"x= 321927, f(x) = 102913, t(x) = 48004.3, Yintra = 78911.1, Yextra = 126915, Igx = 8.88526e15"
"x= 322890, f(x) = 103066, t(x) = 47992.6, Yintra = 79070.1, Yextra = 127063, Igx = 8.87876e15"
"x= 323854, f(x) = 103219, t(x) = 47980.6, Yintra = 79228.3, Yextra = 127209, Igx = 8.87208e15"
"x= 324818, f(x) = 103370, t(x) = 47968.2, Yintra = 79385.8, Yextra = 127354, Igx = 8.86524e15"
"x= 325782, f(x) = 103520, t(x) = 47955.6, Yintra = 79542.5, Yextra = 127498, Igx = 8.85822e15"
"x= 326746, f(x) = 103670, t(x) = 47942.6, Yintra = 79698.4, Yextra = 127641, Igx = 8.85104e15"
"x= 327710, f(x) = 103818, t(x) = 47929.3, Yintra = 79853.5, Yextra = 127783, Igx = 8.84369e15"
"x= 328674, f(x) = 103966, t(x) = 47915.8, Yintra = 80007.9, Yextra = 127924, Igx = 8.83618e15"
"x= 329637, f(x) = 104112, t(x) = 47901.9, Yintra = 80161.5, Yextra = 128063, Igx = 8.8285e15"
"x= 330601, f(x) = 104258, t(x) = 47887.7, Yintra = 80314.3, Yextra = 128202, Igx = 8.82065e15"
"x= 331565, f(x) = 104403, t(x) = 47873.2, Yintra = 80466.4, Yextra = 128340, Igx = 8.81264e15"
"x= 332529, f(x) = 104547, t(x) = 47858.4, Yintra = 80617.7, Yextra = 128476, Igx = 8.80447e15"
"x= 333493, f(x) = 104690, t(x) = 47843.3, Yintra = 80768.2, Yextra = 128611, Igx = 8.79614e15"
"x= 334457, f(x) = 104832, t(x) = 47827.9, Yintra = 80917.9, Yextra = 128746, Igx = 8.78765e15"
"x= 335420, f(x) = 104973, t(x) = 47812.2, Yintra = 81066.9, Yextra = 128879, Igx = 8.779e15"
"x= 336384, f(x) = 105113, t(x) = 47796.2, Yintra = 81215.1, Yextra = 129011, Igx = 8.77019e15"
"x= 337348, f(x) = 105252, t(x) = 47779.9, Yintra = 81362.5, Yextra = 129142, Igx = 8.76122e15"
"x= 338312, f(x) = 105391, t(x) = 47763.3, Yintra = 81509.1, Yextra = 129272, Igx = 8.7521e15"
"x= 339276, f(x) = 105528, t(x) = 47746.4, Yintra = 81654.9, Yextra = 129401, Igx = 8.74282e15"
"x= 340240, f(x) = 105665, t(x) = 47729.2, Yintra = 81800, Yextra = 129529, Igx = 8.73339e15"
"x= 341204, f(x) = 105800, t(x) = 47711.8, Yintra = 81944.3, Yextra = 129656, Igx = 8.7238e15"
"x= 342167, f(x) = 105935, t(x) = 47694, Yintra = 82087.8, Yextra = 129782, Igx = 8.71406e15"
"x= 343131, f(x) = 106069, t(x) = 47675.9, Yintra = 82230.6, Yextra = 129907, Igx = 8.70417e15"
"x= 344095, f(x) = 106201, t(x) = 47657.6, Yintra = 82372.5, Yextra = 130030, Igx = 8.69412e15"
"x= 345059, f(x) = 106333, t(x) = 47639, Yintra = 82513.7, Yextra = 130153, Igx = 8.68393e15"
"x= 346023, f(x) = 106464, t(x) = 47620.1, Yintra = 82654.1, Yextra = 130274, Igx = 8.67359e15"
"x= 346987, f(x) = 106594, t(x) = 47600.9, Yintra = 82793.7, Yextra = 130395, Igx = 8.6631e15"
"x= 347951, f(x) = 106723, t(x) = 47581.4, Yintra = 82932.5, Yextra = 130514, Igx = 8.65247e15"
"x= 348914, f(x) = 106851, t(x) = 47561.6, Yintra = 83070.5, Yextra = 130632, Igx = 8.64169e15"
"x= 349878, f(x) = 106979, t(x) = 47541.5, Yintra = 83207.8, Yextra = 130749, Igx = 8.63076e15"
"x= 350842, f(x) = 107105, t(x) = 47521.2, Yintra = 83344.3, Yextra = 130865, Igx = 8.61969e15"
"x= 351806, f(x) = 107230, t(x) = 47500.6, Yintra = 83479.9, Yextra = 130981, Igx = 8.60848e15"
"x= 352770, f(x) = 107355, t(x) = 47479.7, Yintra = 83614.8, Yextra = 131095, Igx = 8.59712e15"
"x= 353734, f(x) = 107478, t(x) = 47458.5, Yintra = 83749, Yextra = 131207, Igx = 8.58563e15"
"x= 354698, f(x) = 107601, t(x) = 47437.1, Yintra = 83882.3, Yextra = 131319, Igx = 8.57399e15"
"x= 355661, f(x) = 107722, t(x) = 47415.4, Yintra = 84014.8, Yextra = 131430, Igx = 8.56221e15"
"x= 356625, f(x) = 107843, t(x) = 47393.4, Yintra = 84146.6, Yextra = 131540, Igx = 8.5503e15"
"x= 357589, f(x) = 107963, t(x) = 47371.1, Yintra = 84277.5, Yextra = 131649, Igx = 8.53825e15"
"x= 358553, f(x) = 108082, t(x) = 47348.5, Yintra = 84407.7, Yextra = 131756, Igx = 8.52606e15"
"x= 359517, f(x) = 108200, t(x) = 47325.7, Yintra = 84537.1, Yextra = 131863, Igx = 8.51374e15"
"x= 360481, f(x) = 108317, t(x) = 47302.6, Yintra = 84665.7, Yextra = 131968, Igx = 8.50129e15"
"x= 361444, f(x) = 108433, t(x) = 47279.3, Yintra = 84793.5, Yextra = 132073, Igx = 8.4887e15"
"x= 362408, f(x) = 108548, t(x) = 47255.6, Yintra = 84920.5, Yextra = 132176, Igx = 8.47598e15"
"x= 363372, f(x) = 108663, t(x) = 47231.7, Yintra = 85046.7, Yextra = 132278, Igx = 8.46312e15"
"x= 364336, f(x) = 108776, t(x) = 47207.6, Yintra = 85172.2, Yextra = 132380, Igx = 8.45014e15"
"x= 365300, f(x) = 108888, t(x) = 47183.1, Yintra = 85296.8, Yextra = 132480, Igx = 8.43703e15"
"x= 366264, f(x) = 109000, t(x) = 47158.4, Yintra = 85420.6, Yextra = 132579, Igx = 8.42379e15"
"x= 367228, f(x) = 109110, t(x) = 47133.5, Yintra = 85543.7, Yextra = 132677, Igx = 8.41042e15"
"x= 368191, f(x) = 109220, t(x) = 47108.3, Yintra = 85666, Yextra = 132774, Igx = 8.39692e15"
"x= 369155, f(x) = 109329, t(x) = 47082.8, Yintra = 85787.4, Yextra = 132870, Igx = 8.3833e15"
"x= 370119, f(x) = 109437, t(x) = 47057, Yintra = 85908.1, Yextra = 132965, Igx = 8.36956e15"
"x= 371083, f(x) = 109543, t(x) = 47031, Yintra = 86028, Yextra = 133059, Igx = 8.35569e15"
"x= 372047, f(x) = 109649, t(x) = 47004.8, Yintra = 86147, Yextra = 133152, Igx = 8.3417e15"
"x= 373011, f(x) = 109754, t(x) = 46978.2, Yintra = 86265.3, Yextra = 133244, Igx = 8.32759e15"
"x= 373975, f(x) = 109859, t(x) = 46951.5, Yintra = 86382.8, Yextra = 133334, Igx = 8.31335e15"
"x= 374938, f(x) = 109962, t(x) = 46924.4, Yintra = 86499.5, Yextra = 133424, Igx = 8.299e15"
"x= 375902, f(x) = 110064, t(x) = 46897.1, Yintra = 86615.4, Yextra = 133513, Igx = 8.28453e15"
"x= 376866, f(x) = 110165, t(x) = 46869.6, Yintra = 86730.5, Yextra = 133600, Igx = 8.26994e15"
"x= 377830, f(x) = 110266, t(x) = 46841.8, Yintra = 86844.8, Yextra = 133687, Igx = 8.25523e15"
"x= 378794, f(x) = 110365, t(x) = 46813.7, Yintra = 86958.3, Yextra = 133772, Igx = 8.24041e15"
"x= 379758, f(x) = 110464, t(x) = 46785.4, Yintra = 87071, Yextra = 133856, Igx = 8.22547e15"
"x= 380722, f(x) = 110561, t(x) = 46756.9, Yintra = 87182.9, Yextra = 133940, Igx = 8.21042e15"
"x= 381685, f(x) = 110658, t(x) = 46728.1, Yintra = 87294, Yextra = 134022, Igx = 8.19525e15"
"x= 382649, f(x) = 110754, t(x) = 46699, Yintra = 87404.3, Yextra = 134103, Igx = 8.17998e15"
"x= 383613, f(x) = 110849, t(x) = 46669.7, Yintra = 87513.8, Yextra = 134183, Igx = 8.16459e15"
"x= 384577, f(x) = 110943, t(x) = 46640.2, Yintra = 87622.4, Yextra = 134263, Igx = 8.14909e15"
"x= 385541, f(x) = 111036, t(x) = 46610.4, Yintra = 87730.3, Yextra = 134341, Igx = 8.13348e15"
"x= 386505, f(x) = 111128, t(x) = 46580.3, Yintra = 87837.4, Yextra = 134418, Igx = 8.11777e15"
"x= 387468, f(x) = 111219, t(x) = 46550, Yintra = 87943.7, Yextra = 134494, Igx = 8.10194e15"
"x= 388432, f(x) = 111309, t(x) = 46519.5, Yintra = 88049.2, Yextra = 134569, Igx = 8.08601e15"
"x= 389396, f(x) = 111398, t(x) = 46488.7, Yintra = 88153.9, Yextra = 134643, Igx = 8.06998e15"
"x= 390360, f(x) = 111487, t(x) = 46457.7, Yintra = 88257.7, Yextra = 134715, Igx = 8.05384e15"
"x= 391324, f(x) = 111574, t(x) = 46426.5, Yintra = 88360.8, Yextra = 134787, Igx = 8.03759e15"
"x= 392288, f(x) = 111661, t(x) = 46395, Yintra = 88463.1, Yextra = 134858, Igx = 8.02125e15"
"x= 393252, f(x) = 111746, t(x) = 46363.2, Yintra = 88564.5, Yextra = 134928, Igx = 8.0048e15"
"x= 394215, f(x) = 111831, t(x) = 46331.3, Yintra = 88665.2, Yextra = 134996, Igx = 7.98825e15"
"x= 395179, f(x) = 111915, t(x) = 46299.1, Yintra = 88765, Yextra = 135064, Igx = 7.9716e15"
"x= 396143, f(x) = 111997, t(x) = 46266.6, Yintra = 88864.1, Yextra = 135131, Igx = 7.95485e15"
"x= 397107, f(x) = 112079, t(x) = 46233.9, Yintra = 88962.3, Yextra = 135196, Igx = 7.93801e15"
"x= 398071, f(x) = 112160, t(x) = 46201, Yintra = 89059.7, Yextra = 135261, Igx = 7.92107e15"
"x= 399035, f(x) = 112240, t(x) = 46167.9, Yintra = 89156.3, Yextra = 135324, Igx = 7.90403e15"
"x= 399999, f(x) = 112319, t(x) = 46134.5, Yintra = 89252.1, Yextra = 135387, Igx = 7.88689e15"
"x= 400962, f(x) = 112398, t(x) = 46100.9, Yintra = 89347.1, Yextra = 135448, Igx = 7.86966e15"
"x= 401926, f(x) = 112475, t(x) = 46067, Yintra = 89441.3, Yextra = 135508, Igx = 7.85234e15"
"x= 402890, f(x) = 112551, t(x) = 46032.9, Yintra = 89534.7, Yextra = 135568, Igx = 7.83493e15"
"x= 403854, f(x) = 112627, t(x) = 45998.6, Yintra = 89627.3, Yextra = 135626, Igx = 7.81742e15"
"x= 404818, f(x) = 112701, t(x) = 45964.1, Yintra = 89719, Yextra = 135683, Igx = 7.79982e15"
"x= 405782, f(x) = 112775, t(x) = 45929.3, Yintra = 89810, Yextra = 135739, Igx = 7.78214e15"
"x= 406746, f(x) = 112847, t(x) = 45894.3, Yintra = 89900.1, Yextra = 135794, Igx = 7.76436e15"
"x= 407709, f(x) = 112919, t(x) = 45859.1, Yintra = 89989.4, Yextra = 135848, Igx = 7.7465e15"
"x= 408673, f(x) = 112990, t(x) = 45823.6, Yintra = 90077.9, Yextra = 135902, Igx = 7.72855e15"
"x= 409637, f(x) = 113060, t(x) = 45788, Yintra = 90165.6, Yextra = 135954, Igx = 7.71051e15"
"x= 410601, f(x) = 113129, t(x) = 45752.1, Yintra = 90252.5, Yextra = 136005, Igx = 7.69239e15"
"x= 411565, f(x) = 113197, t(x) = 45715.9, Yintra = 90338.6, Yextra = 136055, Igx = 7.67418e15"
"x= 412529, f(x) = 113264, t(x) = 45679.6, Yintra = 90423.8, Yextra = 136103, Igx = 7.65589e15"
"x= 413492, f(x) = 113330, t(x) = 45643, Yintra = 90508.3, Yextra = 136151, Igx = 7.63752e15"
"x= 414456, f(x) = 113395, t(x) = 45606.2, Yintra = 90591.9, Yextra = 136198, Igx = 7.61906e15"
"x= 415420, f(x) = 113459, t(x) = 45569.2, Yintra = 90674.7, Yextra = 136244, Igx = 7.60053e15"
"x= 416384, f(x) = 113523, t(x) = 45532, Yintra = 90756.7, Yextra = 136289, Igx = 7.58192e15"
"x= 417348, f(x) = 113585, t(x) = 45494.5, Yintra = 90837.9, Yextra = 136332, Igx = 7.56322e15"
"x= 418312, f(x) = 113647, t(x) = 45456.9, Yintra = 90918.3, Yextra = 136375, Igx = 7.54445e15"
"x= 419276, f(x) = 113707, t(x) = 45419, Yintra = 90997.8, Yextra = 136417, Igx = 7.5256e15"
"x= 420239, f(x) = 113767, t(x) = 45380.9, Yintra = 91076.6, Yextra = 136457, Igx = 7.50668e15"
"x= 421203, f(x) = 113826, t(x) = 45342.6, Yintra = 91154.5, Yextra = 136497, Igx = 7.48768e15"
"x= 422167, f(x) = 113884, t(x) = 45304, Yintra = 91231.6, Yextra = 136536, Igx = 7.4686e15"
"x= 423131, f(x) = 113940, t(x) = 45265.3, Yintra = 91307.9, Yextra = 136573, Igx = 7.44945e15"
"x= 424095, f(x) = 113996, t(x) = 45226.3, Yintra = 91383.3, Yextra = 136610, Igx = 7.43023e15"
"x= 425059, f(x) = 114052, t(x) = 45187.1, Yintra = 91458, Yextra = 136645, Igx = 7.41094e15"
"x= 426023, f(x) = 114106, t(x) = 45147.7, Yintra = 91531.8, Yextra = 136680, Igx = 7.39157e15"
"x= 426986, f(x) = 114159, t(x) = 45108.1, Yintra = 91604.8, Yextra = 136713, Igx = 7.37214e15"
"x= 427950, f(x) = 114211, t(x) = 45068.3, Yintra = 91677, Yextra = 136745, Igx = 7.35264e15"
"x= 428914, f(x) = 114262, t(x) = 45028.3, Yintra = 91748.3, Yextra = 136777, Igx = 7.33307e15"
