"x= 0, f(x) = 0, t(x) = -0, Yintra = 0, Yextra = 0, Igx = 0"
"x= 871322, f(x) = 40150.4, t(x) = 11227.2, Yintra = 34536.8, Yextra = 45764.1, Igx = 113670000000000"
"x= 872286, f(x) = 39776.2, t(x) = 11126.7, Yintra = 34212.8, Yextra = 45339.5, Igx = 110644000000000"
"x= 873250, f(x) = 39401, t(x) = 11026, Yintra = 33887.9, Yextra = 44914, Igx = 107668000000000"
"x= 874214, f(x) = 39024.8, t(x) = 10925.3, Yintra = 33562.2, Yextra = 44487.5, Igx = 104743000000000"
"x= 875178, f(x) = 38647.8, t(x) = 10824.4, Yintra = 33235.6, Yextra = 44060, Igx = 101868000000000"
"x= 876141, f(x) = 38269.8, t(x) = 10723.4, Yintra = 32908.1, Yextra = 43631.5, Igx = 99042800000000"
"x= 877105, f(x) = 37890.9, t(x) = 10622.2, Yintra = 32579.7, Yextra = 43202, Igx = 96267200000000"
"x= 878069, f(x) = 37511, t(x) = 10521, Yintra = 32250.5, Yextra = 42771.5, Igx = 93540700000000"
"x= 879033, f(x) = 37130.3, t(x) = 10419.6, Yintra = 31920.5, Yextra = 42340.1, Igx = 90863100000000"
"x= 879997, f(x) = 36748.6, t(x) = 10318.2, Yintra = 31589.5, Yextra = 41907.7, Igx = 88234000000000"
"x= 880961, f(x) = 36366, t(x) = 10216.6, Yintra = 31257.7, Yextra = 41474.3, Igx = 85653200000000"
"x= 881925, f(x) = 35982.4, t(x) = 10114.8, Yintra = 30925, Yextra = 41039.9, Igx = 83120300000000"
"x= 882888, f(x) = 35598, t(x) = 10013, Yintra = 30591.5, Yextra = 40604.5, Igx = 80634900000000"
"x= 883852, f(x) = 35212.6, t(x) = 9911.05, Yintra = 30257.1, Yextra = 40168.1, Igx = 78196700000000"
"x= 884816, f(x) = 34826.3, t(x) = 9808.98, Yintra = 29921.8, Yextra = 39730.8, Igx = 75805500000000"
"x= 885780, f(x) = 34439.1, t(x) = 9706.79, Yintra = 29585.7, Yextra = 39292.4, Igx = 73460800000000"
"x= 886744, f(x) = 34050.9, t(x) = 9604.47, Yintra = 29248.7, Yextra = 38853.1, Igx = 71162200000000"
"x= 887708, f(x) = 33661.8, t(x) = 9502.04, Yintra = 28910.8, Yextra = 38412.8, Igx = 68909500000000"
"x= 888672, f(x) = 33271.8, t(x) = 9399.48, Yintra = 28572.1, Yextra = 37971.5, Igx = 66702300000000"
"x= 889635, f(x) = 32880.9, t(x) = 9296.81, Yintra = 28232.5, Yextra = 37529.3, Igx = 64540300000000"
"x= 890599, f(x) = 32489, t(x) = 9194.01, Yintra = 27892, Yextra = 37086, Igx = 62423000000000"
"x= 891563, f(x) = 32096.2, t(x) = 9091.1, Yintra = 27550.7, Yextra = 36641.8, Igx = 60350100000000"
"x= 892527, f(x) = 31702.5, t(x) = 8988.06, Yintra = 27208.5, Yextra = 36196.5, Igx = 58321300000000"
"x= 893491, f(x) = 31307.9, t(x) = 8884.9, Yintra = 26865.4, Yextra = 35750.3, Igx = 56336200000000"
"x= 894455, f(x) = 30912.3, t(x) = 8781.62, Yintra = 26521.5, Yextra = 35303.1, Igx = 54394300000000"
"x= 895418, f(x) = 30515.8, t(x) = 8678.22, Yintra = 26176.7, Yextra = 34854.9, Igx = 52495400000000"
"x= 896382, f(x) = 30118.4, t(x) = 8574.7, Yintra = 25831, Yextra = 34405.7, Igx = 50639100000000"
"x= 897346, f(x) = 29720, t(x) = 8471.06, Yintra = 25484.5, Yextra = 33955.6, Igx = 48825000000000"
"x= 898310, f(x) = 29320.8, t(x) = 8367.29, Yintra = 25137.1, Yextra = 33504.4, Igx = 47052600000000"
"x= 899274, f(x) = 28920.6, t(x) = 8263.4, Yintra = 24788.9, Yextra = 33052.3, Igx = 45321600000000"
"x= 900238, f(x) = 28519.5, t(x) = 8159.39, Yintra = 24439.8, Yextra = 32599.2, Igx = 43631700000000"
"x= 901202, f(x) = 28117.4, t(x) = 8055.26, Yintra = 24089.8, Yextra = 32145.1, Igx = 41982400000000"
"x= 902166, f(x) = 27714.5, t(x) = 7951, Yintra = 23739, Yextra = 31690, Igx = 40373300000000"
"x= 903129, f(x) = 27310.6, t(x) = 7846.62, Yintra = 23387.3, Yextra = 31233.9, Igx = 38804000000000"
"x= 904093, f(x) = 26905.8, t(x) = 7742.11, Yintra = 23034.7, Yextra = 30776.8, Igx = 37274200000000"
"x= 905057, f(x) = 26500, t(x) = 7637.49, Yintra = 22681.3, Yextra = 30318.8, Igx = 35783300000000"
"x= 906021, f(x) = 26093.3, t(x) = 7532.74, Yintra = 22327, Yextra = 29859.7, Igx = 34331100000000"
"x= 906985, f(x) = 25685.8, t(x) = 7427.86, Yintra = 21971.8, Yextra = 29399.7, Igx = 32917000000000"
"x= 907949, f(x) = 25277.2, t(x) = 7322.86, Yintra = 21615.8, Yextra = 28938.7, Igx = 31540700000000"
"x= 908912, f(x) = 24867.8, t(x) = 7217.74, Yintra = 21258.9, Yextra = 28476.7, Igx = 30201800000000"
"x= 909876, f(x) = 24457.4, t(x) = 7112.49, Yintra = 20901.2, Yextra = 28013.7, Igx = 28899700000000"
"x= 910840, f(x) = 24046.1, t(x) = 7007.11, Yintra = 20542.6, Yextra = 27549.7, Igx = 27634200000000"
"x= 911804, f(x) = 23633.9, t(x) = 6901.62, Yintra = 20183.1, Yextra = 27084.7, Igx = 26404700000000"
"x= 912768, f(x) = 23220.8, t(x) = 6795.99, Yintra = 19822.8, Yextra = 26618.8, Igx = 25210800000000"
"x= 913732, f(x) = 22806.7, t(x) = 6690.24, Yintra = 19461.6, Yextra = 26151.8, Igx = 24052200000000"
"x= 914696, f(x) = 22391.7, t(x) = 6584.37, Yintra = 19099.5, Yextra = 25683.9, Igx = 22928200000000"
"x= 915659, f(x) = 21975.8, t(x) = 6478.36, Yintra = 18736.6, Yextra = 25215, Igx = 21838600000000"
"x= 916623, f(x) = 21558.9, t(x) = 6372.24, Yintra = 18372.8, Yextra = 24745.1, Igx = 20782800000000"
"x= 917587, f(x) = 21141.2, t(x) = 6265.98, Yintra = 18008.2, Yextra = 24274.2, Igx = 19760400000000"
"x= 918551, f(x) = 20722.5, t(x) = 6159.6, Yintra = 17642.7, Yextra = 23802.3, Igx = 18771000000000"
"x= 919515, f(x) = 20302.8, t(x) = 6053.09, Yintra = 17276.3, Yextra = 23329.4, Igx = 17814000000000"
"x= 920479, f(x) = 19882.3, t(x) = 5946.46, Yintra = 16909.1, Yextra = 22855.5, Igx = 16889000000000"
"x= 921442, f(x) = 19460.8, t(x) = 5839.69, Yintra = 16541, Yextra = 22380.7, Igx = 15995500000000"
"x= 922406, f(x) = 19038.4, t(x) = 5732.8, Yintra = 16172, Yextra = 21904.8, Igx = 15133200000000"
"x= 923370, f(x) = 18615.1, t(x) = 5625.78, Yintra = 15802.2, Yextra = 21428, Igx = 14301400000000"
"x= 924334, f(x) = 18190.9, t(x) = 5518.64, Yintra = 15431.5, Yextra = 20950.2, Igx = 13499700000000"
"x= 925298, f(x) = 17765.7, t(x) = 5411.36, Yintra = 15060, Yextra = 20471.4, Igx = 12727700000000"
"x= 926262, f(x) = 17339.6, t(x) = 5303.96, Yintra = 14687.6, Yextra = 19991.6, Igx = 11984700000000"
"x= 927226, f(x) = 16912.6, t(x) = 5196.42, Yintra = 14314.3, Yextra = 19510.8, Igx = 11270500000000"
"x= 928190, f(x) = 16484.6, t(x) = 5088.76, Yintra = 13940.2, Yextra = 19029, Igx = 10584400000000"
"x= 929153, f(x) = 16055.7, t(x) = 4980.97, Yintra = 13565.3, Yextra = 18546.2, Igx = 9925910000000"
"x= 930117, f(x) = 15625.9, t(x) = 4873.05, Yintra = 13189.4, Yextra = 18062.5, Igx = 9294600000000"
"x= 931081, f(x) = 15195.2, t(x) = 4764.99, Yintra = 12812.7, Yextra = 17577.7, Igx = 8689930000000"
"x= 932045, f(x) = 14763.6, t(x) = 4656.81, Yintra = 12435.2, Yextra = 17092, Igx = 8111390000000"
"x= 933009, f(x) = 14331, t(x) = 4548.5, Yintra = 12056.7, Yextra = 16605.2, Igx = 7558470000000"
"x= 933973, f(x) = 13897.5, t(x) = 4440.06, Yintra = 11677.5, Yextra = 16117.5, Igx = 7030640000000"
"x= 934936, f(x) = 13463.1, t(x) = 4331.48, Yintra = 11297.3, Yextra = 15628.8, Igx = 6527390000000"
"x= 935900, f(x) = 13027.7, t(x) = 4222.78, Yintra = 10916.3, Yextra = 15139.1, Igx = 6048170000000"
"x= 936864, f(x) = 12591.4, t(x) = 4113.94, Yintra = 10534.5, Yextra = 14648.4, Igx = 5592470000000"
"x= 937828, f(x) = 12154.2, t(x) = 4004.97, Yintra = 10151.7, Yextra = 14156.7, Igx = 5159750000000"
"x= 938792, f(x) = 11716.1, t(x) = 3895.87, Yintra = 9768.16, Yextra = 13664, Igx = 4749460000000"
"x= 939756, f(x) = 11277, t(x) = 3786.64, Yintra = 9383.72, Yextra = 13170.4, Igx = 4361060000000"
"x= 940720, f(x) = 10837.1, t(x) = 3677.28, Yintra = 8998.43, Yextra = 12675.7, Igx = 3994000000000"
"x= 941683, f(x) = 10396.2, t(x) = 3567.78, Yintra = 8612.27, Yextra = 12180.1, Igx = 3647730000000"
"x= 942647, f(x) = 9954.33, t(x) = 3458.15, Yintra = 8225.26, Yextra = 11683.4, Igx = 3321700000000"
"x= 943611, f(x) = 9511.58, t(x) = 3348.38, Yintra = 7837.39, Yextra = 11185.8, Igx = 3015330000000"
"x= 944575, f(x) = 9067.9, t(x) = 3238.49, Yintra = 7448.66, Yextra = 10687.1, Igx = 2728070000000"
"x= 945539, f(x) = 8623.3, t(x) = 3128.45, Yintra = 7059.07, Yextra = 10187.5, Igx = 2459340000000"
"x= 946503, f(x) = 8177.77, t(x) = 3018.29, Yintra = 6668.62, Yextra = 9686.91, Igx = 2208570000000"
"x= 947466, f(x) = 7731.31, t(x) = 2907.99, Yintra = 6277.32, Yextra = 9185.3, Igx = 1975180000000"
"x= 948430, f(x) = 7283.93, t(x) = 2797.55, Yintra = 5885.15, Yextra = 8682.71, Igx = 1758590000000"
"x= 949394, f(x) = 6835.62, t(x) = 2686.98, Yintra = 5492.13, Yextra = 8179.12, Igx = 1558200000000"
"x= 950358, f(x) = 6386.39, t(x) = 2576.28, Yintra = 5098.25, Yextra = 7674.53, Igx = 1373430000000"
"x= 951322, f(x) = 5936.24, t(x) = 2465.44, Yintra = 4703.52, Yextra = 7168.96, Igx = 1203680000000"
"x= 952286, f(x) = 5485.15, t(x) = 2354.46, Yintra = 4307.92, Yextra = 6662.38, Igx = 1048340000000"
"x= 953250, f(x) = 5033.15, t(x) = 2243.35, Yintra = 3911.47, Yextra = 6154.82, Igx = 906816000000"
"x= 954214, f(x) = 4580.22, t(x) = 2132.1, Yintra = 3514.17, Yextra = 5646.26, Igx = 778487000000"
"x= 955177, f(x) = 4126.36, t(x) = 2020.71, Yintra = 3116, Yextra = 5136.71, Igx = 662740000000"
"x= 956141, f(x) = 3671.57, t(x) = 1909.19, Yintra = 2716.98, Yextra = 4626.17, Igx = 558955000000"
"x= 957105, f(x) = 3215.87, t(x) = 1797.53, Yintra = 2317.1, Yextra = 4114.63, Igx = 466507000000"
"x= 958069, f(x) = 2759.23, t(x) = 1685.73, Yintra = 1916.37, Yextra = 3602.1, Igx = 384765000000"
"x= 959033, f(x) = 2301.67, t(x) = 1573.8, Yintra = 1514.77, Yextra = 3088.57, Igx = 313095000000"
"x= 959997, f(x) = 1843.19, t(x) = 1461.72, Yintra = 1112.33, Yextra = 2574.05, Igx = 250857000000"
"x= 960960, f(x) = 1383.78, t(x) = 1349.51, Yintra = 709.024, Yextra = 2058.54, Igx = 197406000000"
"x= 961924, f(x) = 923.445, t(x) = 1237.16, Yintra = 304.864, Yextra = 1542.03, Igx = 152093000000"
"x= 962888, f(x) = 462.185, t(x) = 1124.67, Yintra = -100.151, Yextra = 1024.52, Igx = 114264000000"
"x= 963852, f(x) = 0.00000000719099, t(x) = 1012.04, Yintra = -506.022, Yextra = 506.022, Igx = 83258400000"
